Index,True_Label,Match,llm_1,Removed_Percentage
755,racket,False,False,26.694036989795915
756,radiator,True,True,15.53332270408163
757,radio,True,True,21.99457908163265
758,radio telescope,True,True,38.341039540816325
759,rain barrel,True,True,20.485889668367346
75,black widow,True,True,27.5569993622449
760,recreational vehicle,False,False,36.146763392857146
761,reel,True,True,44.80229591836735
762,reflex camera,True,True,25.97058354591837
763,refrigerator,True,True,27.857940051020407
764,remote control,False,False,35.987324617346935
765,restaurant,True,True,27.04280931122449
766,revolver,False,False,29.434390943877556
767,rifle,False,False,39.24784757653062
768,rocking chair,False,False,73.4195631377551
769,rotisserie,True,True,21.470424107142858
76,tarantula,True,True,64.68032525510205
770,rubber eraser,False,False,32.362085459183675
771,rugby ball,False,False,22.805723852040817
772,rule,True,True,26.303411989795915
773,running shoe,True,True,44.949776785714285
774,safe,True,True,17.86112882653061
775,safety pin,False,False,26.540577168367346
776,saltshaker,False,False,32.44180484693878
777,sandal,False,False,41.72313456632653
778,sarong,True,True,29.360650510204085
779,sax,False,False,30.313297193877556
77,wolf spider,True,True,26.85945471938776
780,scabbard,False,False,29.215162627551024
781,scale,False,False,36.9140625
782,school bus,True,True,43.321508290816325
783,schooner,False,False,48.12061543367347
784,scoreboard,False,False,33.76514668367347
785,screen,False,False,16.761001275510203
786,screw,True,True,33.685427295918366
787,screwdriver,False,False,40.772480867346935
788,seat belt,False,False,41.34247448979592
789,sewing machine,False,False,23.62284757653061
78,tick,True,True,42.86112882653062
790,shield,True,True,21.960698341836736
791,shoe shop,False,False,27.503188775510207
792,shoji,True,True,34.61216517857143
793,shopping basket,False,False,10.841836734693878
794,shopping cart,True,True,16.74705038265306
795,shovel,False,False,26.13998724489796
796,shower cap,True,True,48.28603316326531
797,shower curtain,True,True,26.735889668367346
798,ski,False,False,27.48325892857143
799,ski mask,False,False,29.67952806122449
79,centipede,True,True,38.48652742346938
7,cock,True,True,18.38129783163265
800,sleeping bag,True,True,19.65082908163265
801,slide rule,False,False,38.101881377551024
802,sliding door,True,True,28.647161989795915
803,slot,True,True,38.362962372448976
804,snorkel,False,False,32.39596619897959
805,snowmobile,False,False,14.646444515306122
806,snowplow,False,False,58.783083545918366
807,soap dispenser,False,False,22.06433354591837
808,soccer ball,False,False,43.32948022959184
809,sock,False,False,33.404416454081634
80,black grouse,True,True,46.38273278061224
810,solar dish,False,False,26.265545280612244
811,sombrero,False,False,29.25502232142857
812,soup bowl,False,False,35.55484693877551
813,space bar,False,False,37.071508290816325
814,space heater,False,False,19.03300382653061
815,space shuttle,False,False,16.057477678571427
816,spatula,True,True,27.772241709183675
817,speedboat,False,False,42.67378826530612
818,spider web,True,True,29.72935267857143
819,spindle,False,False,36.59717793367347
81,ptarmigan,True,True,22.144052933673468
820,sports car,False,False,61.0710299744898
821,spotlight,True,True,41.50589923469388
822,stage,True,True,36.1507493622449
823,steam locomotive,False,False,23.63480548469388
824,steel arch bridge,True,True,12.32860331632653
825,steel drum,False,False,20.18295599489796
826,stethoscope,True,True,14.670360331632654
827,stole,False,False,36.47959183673469
828,stone wall,False,False,30.833466198979597
829,stopwatch,True,True,44.86208545918368
82,ruffed grouse,True,True,25.143494897959183
830,stove,True,True,38.46859056122449
831,strainer,True,True,34.556361607142854
832,streetcar,False,False,34.01028380102041
833,stretcher,False,False,20.689174107142858
834,studio couch,True,True,16.39628507653061
835,stupa,True,True,18.4390943877551
836,submarine,False,False,24.226721938775512
837,suit,False,False,39.14819834183674
838,sundial,True,True,24.82860331632653
839,sunglass,False,False,19.300063775510203
83,prairie chicken,True,True,50.31289859693877
840,sunglasses,True,True,33.31074617346938
841,sunscreen,True,True,16.414221938775512
842,suspension bridge,False,False,12.294722576530612
843,swab,True,True,45.32246492346938
844,sweatshirt,True,True,26.696029974489797
845,swimming trunks,True,True,41.9921875
846,swing,False,False,43.56664540816326
847,switch,True,True,40.26028380102041
848,syringe,True,True,39.81186224489796
849,table lamp,False,False,27.00892857142857
84,peacock,True,True,31.20216836734694
850,tank,False,False,21.8132174744898
851,tape player,True,True,31.56489158163265
852,teapot,False,False,27.59287308673469
853,teddy,True,True,43.19395727040816
854,television,False,False,22.69013073979592
855,tennis ball,False,False,30.367107780612244
856,thatch,False,False,44.42562181122449
857,theater curtain,True,True,36.3101881377551
858,thimble,False,False,43.080357142857146
859,thresher,False,False,35.259885204081634
85,quail,True,True,40.716677295918366
860,throne,False,False,12.75310905612245
861,tile roof,False,False,31.899713010204085
862,toaster,False,False,31.698421556122447
863,tobacco shop,False,False,23.756377551020407
864,toilet seat,False,False,24.439971301020407
865,torch,True,True,46.8391262755102
866,totem pole,False,False,13.952885841836734
867,tow truck,True,True,24.718989158163264
868,toyshop,False,False,36.56927614795919
869,tractor,False,False,69.73453443877551
86,partridge,True,True,32.58330676020408
870,trailer truck,True,True,32.31425382653062
871,tray,True,True,31.212133290816325
872,trench coat,True,True,21.916852678571427
873,tricycle,False,False,61.08099489795919
874,trimaran,False,False,24.685108418367346
875,tripod,False,False,43.57661033163265
876,triumphal arch,False,False,21.4664381377551
877,trolleybus,True,True,39.23788265306122
878,trombone,False,False,62.61160714285714
879,tub,True,True,45.12715242346938
87,African grey,True,True,66.9662786989796
880,turnstile,True,True,38.7874681122449
881,typewriter keyboard,True,True,22.371253188775512
882,umbrella,False,False,41.35243941326531
883,unicycle,True,True,22.435028698979597
884,upright,True,True,37.70727040816326
885,vacuum,False,False,46.8391262755102
886,vase,True,True,46.8391262755102
887,vault,True,True,35.77407525510204
888,velvet,False,False,37.061543367346935
889,vending machine,False,False,25.713488520408163
88,macaw,True,True,32.64110331632653
890,vestment,True,True,33.05165816326531
891,viaduct,False,False,31.943558673469383
892,violin,True,True,51.13998724489795
893,volleyball,False,False,42.171556122448976
894,waffle iron,False,False,19.601004464285715
895,wall clock,False,False,33.54193239795919
896,wallet,False,False,48.96364795918368
897,wardrobe,True,True,20.83266900510204
898,warplane,False,False,54.82501594387755
899,washbasin,True,True,64.95535714285714
89,sulphur-crested cockatoo,True,True,42.35690369897959
8,hen,True,True,22.066326530612244
900,washer,False,False,17.602040816326532
901,water bottle,False,False,24.22273596938776
902,water jug,False,False,25.827088647959183
903,water tower,False,False,31.02479272959184
904,whiskey jug,False,False,20.304528061224488
905,whistle,False,False,16.50390625
906,wig,False,False,22.229751275510203
907,window screen,True,True,11.350047831632654
908,window shade,True,True,30.81552933673469
909,Windsor tie,True,True,24.637276785714285
90,lorikeet,True,True,27.98349808673469
910,wine bottle,True,True,37.679368622448976
911,wing,True,True,24.45392219387755
912,wok,True,True,31.279894770408163
913,wooden spoon,False,False,30.92514349489796
914,wool,False,False,59.25741390306123
915,worm fence,True,True,42.3648756377551
916,wreck,False,False,26.094148596938776
917,yawl,False,False,36.29623724489796
918,yurt,False,False,23.206313775510203
919,web site,False,False,36.20256696428572
91,coucal,True,True,45.84661989795919
920,comic book,False,False,30.51857461734694
921,crossword puzzle,True,True,64.02861926020408
922,street sign,False,False,48.790258290816325
923,traffic light,False,False,31.4453125
924,book jacket,True,True,33.81497130102041
925,menu,True,True,47.8694993622449
926,plate,True,True,40.78045280612245
927,guacamole,False,False,17.851163903061224
928,consomme,False,False,55.16183035714286
929,hot pot,False,False,37.711256377551024
92,bee eater,True,True,24.92426658163265
930,trifle,True,True,48.736447704081634
931,ice cream,True,True,27.088647959183675
932,ice lolly,False,False,35.77407525510204
933,French loaf,True,True,31.89174107142857
934,bagel,True,True,31.56489158163265
935,pretzel,False,False,21.1734693877551
936,cheeseburger,False,False,19.224330357142858
937,hotdog,False,False,18.89548788265306
938,mashed potato,True,True,20.234773596938776
939,head cabbage,True,True,18.568638392857142
93,hornbill,True,True,32.51953125
940,broccoli,False,False,38.61208545918368
941,cauliflower,True,True,48.09271364795919
942,zucchini,True,True,28.746811224489797
943,spaghetti squash,True,True,42.96476403061224
944,acorn squash,True,True,37.513950892857146
945,butternut squash,True,True,36.25039859693878
946,cucumber,False,False,43.245774872448976
947,artichoke,True,True,44.742506377551024
948,bell pepper,False,False,21.067841198979597
949,cardoon,False,False,57.68893494897959
94,hummingbird,True,True,42.627949617346935
950,mushroom,False,False,25.72743941326531
951,Granny Smith,False,False,32.003348214285715
952,strawberry,True,True,56.17227359693877
953,orange,False,False,12.78698979591837
954,lemon,True,True,21.057876275510203
955,fig,True,True,40.45161033163265
956,pineapple,True,True,27.764269770408163
957,banana,False,False,34.315210459183675
958,jackfruit,False,False,36.00924744897959
959,custard apple,True,True,32.535475127551024
95,jacamar,True,True,50.318877551020414
960,pomegranate,True,True,29.129464285714285
961,hay,False,False,30.74976084183674
962,carbonara,True,True,27.090640943877556
963,chocolate sauce,True,True,25.428491709183675
964,dough,True,True,29.15736607142857
965,meat loaf,True,True,25.009964923469383
966,pizza,False,False,43.98915816326531
967,potpie,False,False,35.25390625
968,burrito,False,False,58.44029017857143
969,red wine,False,False,45.46595982142857
96,toucan,True,True,31.295838647959183
970,espresso,False,False,29.336734693877556
971,cup,True,True,32.8304368622449
972,eggnog,False,False,15.890066964285715
973,alp,False,False,26.767777423469383
974,bubble,False,False,29.360650510204085
975,cliff,True,True,35.97735969387755
976,coral reef,False,False,36.07302295918368
977,geyser,False,False,40.85419323979592
978,lakeside,True,True,14.261798469387754
979,promontory,True,True,29.227120535714285
97,drake,True,True,19.429607780612244
980,sandbar,True,True,30.540497448979597
981,seashore,False,False,32.25645727040816
982,valley,True,True,40.379862882653065
983,volcano,False,False,36.69882015306122
984,ballplayer,False,False,53.41398278061224
985,groom,False,False,42.6399075255102
986,scuba diver,False,False,29.63169642857143
987,rapeseed,True,True,34.48262117346938
988,daisy,False,False,55.91517857142857
989,yellow lady's slipper,False,False,54.94858099489795
98,red-breasted merganser,True,True,45.53770727040816
990,corn,False,False,57.84638073979592
991,acorn,False,False,17.849170918367346
992,hip,True,True,38.45264668367347
993,buckeye,True,True,50.07772640306123
994,coral fungus,True,True,56.84789540816326
995,agaric,False,False,48.89787946428572
996,gyromitra,False,False,35.89365433673469
997,stinkhorn,True,True,35.616629464285715
998,earthstar,False,False,38.21747448979592
999,hen-of-the-woods,False,False,40.49744897959184
99,goose,True,True,20.298549107142858
9,ostrich,True,True,25.78324298469388
